"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_HEB","correct_Target_response_Prac","correct_Welcome_PP_HEB","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HEB","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SLK","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HEB","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SLK","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","heb","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HEB","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SLK","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HEB","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SLK","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HEB","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SLK","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HEB","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SLK","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","slk","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HEB","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SLK","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HEB","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SLK","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"N","5604","H","V","PP_LIST4.csv","saltH.jpg","saltV.jpg","100","100","768","768","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","10","0","10","5","0","0","10","10","0","0","10","10","10","10","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","10","10","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","779","NA","NA","779","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","54689","32325","22577","34086","55190","54688","8239","36561","55190","55970","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","56470","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","17","13056","17","no","yes","1024"
"F","5604","F","F","PP_LIST4.csv","knife.jpg","ladder.jpg","100","100","761.055555556","761.055555556","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","11","0","11","5","0","0","11","11","0","0","11","11","11","11","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","11","11","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","643","NA","NA","643","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","56553","32325","22577","34086","57054","56552","8239","36561","57054","57699","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","58199","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","18","13699","18","no","yes","1024"
"F","5604","F","F","PP_LIST4.csv","tapedispenser.jpg","wrench.jpg","100","100","753.789473684","753.789473684","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","12","0","12","5","0","0","12","12","0","0","12","12","12","12","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","12","12","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","623","NA","NA","623","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","58285","32325","22577","34086","58786","58283","8239","36561","58786","59411","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","59911","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","19","14322","19","no","yes","1024"
"Y","5604","H","H","PP_LIST4.csv","crayonH.jpg","crayonH.jpg","100","100","746.15","746.15","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","13","0","13","5","0","0","13","13","0","0","13","13","13","13","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","13","13","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","601","NA","NA","601","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","59996","32325","22577","34086","60497","59995","8239","36561","60497","61098","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","61598","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","20","14923","20","no","yes","1024"
"N","5604","V","H","PP_LIST4.csv","batV.jpg","batH.jpg","100","100","743.238095238","743.238095238","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","14","0","14","5","0","0","14","14","0","0","14","14","14","14","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","14","14","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","685","NA","NA","685","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","61687","32325","22577","34086","62188","61685","8239","36561","62188","62875","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","63375","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","21","15608","21","no","yes","1024"
"F","5604","F","F","PP_LIST4.csv","mitten.jpg","needle.jpg","100","100","736.5","736.5","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","15","0","15","5","0","0","15","15","0","0","15","15","15","15","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","15","15","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","595","NA","NA","595","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","63456","32325","22577","34086","63958","63455","8239","36561","63958","64554","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","65054","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","22","16203","22","no","yes","1024"
"Y","5604","H","H","PP_LIST4.csv","caterpillarH.jpg","caterpillarH.jpg","100","100","734.652173913","734.652173913","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","16","0","16","5","0","0","16","16","0","0","16","16","16","16","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","16","16","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","694","NA","NA","694","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","65142","32325","22577","34086","65643","65141","8239","36561","65643","66339","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","66839","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","23","16897","23","no","yes","1024"
"F","5604","F","F","PP_LIST4.csv","pumpkin.jpg","trmpet.jpg","100","100","726.041666667","726.041666667","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","17","0","17","5","0","0","17","17","0","0","17","17","17","17","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","17","17","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","528","NA","NA","528","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","66924","32325","22577","34086","67425","66922","8239","36561","67425","67955","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","68455","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","24","17425","24","no","yes","1024"
"N","5604","V","H","PP_LIST4.csv","bookV.jpg","bookH.jpg","100","100","725.36","725.36","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","18","0","18","5","0","0","18","18","0","0","18","18","18","18","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","18","18","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","709","NA","NA","709","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","68535","32325","22577","34086","69036","68533","8239","36561","69036","69747","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","70247","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","25","18134","25","no","yes","1024"
"F","5604","F","F","PP_LIST4.csv","tiger.jpg","wndmil.jpg","100","100","719.615384615","719.615384615","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","19","0","19","5","0","0","19","19","0","0","19","19","19","19","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","19","19","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","576","NA","NA","576","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","70332","32325","22577","34086","70833","70331","8239","36561","70833","71411","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","71911","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","26","18710","26","no","yes","1024"
"F","5604","F","F","PP_LIST4.csv","tlphon.jpg","knife.jpg","100","100","714.444444444","714.444444444","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","NA","20","0","20","5","0","0","20","20","0","0","20","20","20","20","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","20","20","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","f","NA","NA","f","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","580","NA","NA","580","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","71992","32325","22577","34086","72493","71990","8239","36561","72493","73075","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","73575","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","27","19290","27","no","yes","1024"
"N","5604","H","V","PP_LIST4.csv","penH.jpg","penV.jpg","100","100","713.107142857","713.107142857","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","NA","21","0","21","5","0","0","21","21","0","0","21","21","21","21","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12/16/19 08:44:19","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","W:\Projects\PSA\PSA_OpenSesame\StorageOfScripts","no","mono","no","18","no","#0000ff","no","עברית‬","yes","yes","768","no","no","legacy","21","21","1","5","W:/Projects/PSA/PSA_OpenSesame/StorageDataFiles/ISR001_pp_53.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","no","0","0","j","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","j","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","677","NA","NA","677","NA","NA","NA","2466","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","736","NA","NA","NA","14328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","53","odd","no","no","NA","8239","2532","2532","6664","8231","8230","NA","NA","36561","73655","32325","22577","34086","74156","73653","8239","36561","74156","74834","NA","NA","22577","34063","22591","32324","22591","22591","22577","NA","NA","NA","34087","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32826","32826","33563","NA","NA","75334","NA","NA","NA","8241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","28","19967","28","no","yes","1024"
